trip_id,arrival_time,departure_time,stop_id,stop_sequence,stop_headsign,pickup_type,shape_dist_traveled
3046B110,6:08:00,6:08:00,0310TEN,5,,,
3046B110,6:10:00,6:10:00,0310FRC,6,,,
3046B110,6:12:00,6:12:00,0310JAY,7,,,
3046B110,6:14:00,6:14:00,0310SNT,8,,,
3046B110,6:16:00,6:16:00,0300MLG,9,,,
3046B110,6:18:00,6:18:00,0310PGG,10,,,
3046B110,6:20:00,6:20:00,0310PGP,11,,,
3046B110,6:22:00,6:22:00,0200GNK,12,,,
3046B110,6:24:00,6:24:00,0210NGR,13,,,
3046B110,6:26:00,6:26:00,0210FIG,14,,,
3046B110,6:28:00,6:28:00,0210KNJ,15,,,
3046B110,6:30:00,6:30:00,0212RNT,16,,,
31862111,6:00:00,6:00:00,0312BSK,1,,,
31862111,6:02:00,6:02:00,0201KRK,2,,,
31862111,6:04:00,6:04:00,0311PGG,3,,,
31862111,6:06:00,6:06:00,0301MBP,4,,,
31862111,6:08:00,6:08:00,0301MLG,5,,,
31862111,6:10:00,6:10:00,0301SNT,6,,,
31862111,6:12:00,6:12:00,0301ALB,7,,,
31862111,6:14:00,6:14:00,0301MAP,8,,,
31862111,6:16:00,6:16:00,0301BHS,9,,,
31862111,6:18:00,6:18:00,0311AGP,10,,,
31862111,6:20:00,6:20:00,0311TEN,11,,,
31862111,6:22:00,6:22:00,0311THY,12,,,
31862111,6:24:00,6:24:00,0311CHF,13,,,
31862111,6:26:00,6:26:00,0301BAS,14,,,
31862111,6:28:00,6:28:00,0301FLT,15,,,
31862111,6:30:00,6:30:00,0311JSG,16,,,
31862111,6:32:00,6:32:00,0302RND,17,,,
31862111,6:34:00,6:34:00,0311SOK,18,,,
31862111,6:36:00,6:36:00,0311BAO,19,,,
31862111,6:38:00,6:38:00,0311RIS,20,,,
31862111,6:40:00,6:40:00,0311SEN,21,,,
31862111,6:42:00,6:42:00,0311TOT,22,,,
31862111,6:44:00,6:44:00,0301ACC,23,,,
31862111,6:46:00,6:46:00,0311TON,24,,,
31862111,6:48:00,6:48:00,0311JOD,25,,,
31862111,6:50:00,6:50:00,0301MSB,26,,,
31862111,6:52:00,6:52:00,0301JUN,27,,,
31862111,6:54:00,6:54:00,0311PSE,28,,,
31862111,6:56:00,6:56:00,0301ROD,29,,,
31862111,6:58:00,6:58:00,0303KND,30,,,
31862110,6:00:00,6:00:00,0303KND,1,,,
31862110,6:00:00,6:00:00,0400KON,2,,,
31862110,6:02:00,6:02:00,0403DSL,3,,,
31862110,6:04:00,6:04:00,0410KCF,4,,,
31862110,6:06:00,6:06:00,0400SBA,5,,,
31862110,6:08:00,6:08:00,0400MRA,6,,,
31862110,6:10:00,6:10:00,0400RST,7,,,
31862110,6:12:00,6:12:00,0400PMR,8,,,
31862110,6:14:00,6:14:00,0400NYD,9,,,
31862110,6:16:00,6:16:00,0400KDO,10,,,
31862110,6:18:00,6:18:00,0410KNS,11,,,
31862110,6:20:00,6:20:00,0300GHT,12,,,
31862110,6:22:00,6:22:00,0300GER,13,,,
31862110,6:24:00,6:24:00,0310GTR,14,,,
31862110,6:26:00,6:26:00,0300R0D,15,,,
31862110,6:28:00,6:28:00,0310PSE,16,,,
31862110,6:30:00,6:30:00,0401KOJ,17,,,
31862110,6:32:00,6:32:00,0310JUN,18,,,
31862110,6:34:00,6:34:00,0300OLE,19,,,
31862110,6:36:00,6:36:00,0300MSB,20,,,
31862110,6:38:00,6:38:00,0310MSB,21,,,
31862110,6:40:00,6:40:00,0310MBO,22,,,
31862110,6:42:00,6:42:00,0310OGP,23,,,
31862110,6:44:00,6:44:00,0310SKA,24,,,
31862110,6:46:00,6:46:00,0310MPP,25,,,
31862110,6:48:00,6:48:00,0310TON,26,,,
31862110,6:50:00,6:50:00,0310ACC,27,,,
31862110,6:52:00,6:52:00,0310TOT,28,,,
31862110,6:54:00,6:54:00,0310SEN,29,,,
31862110,6:56:00,6:56:00,0310RIS,30,,,
31862110,6:58:00,6:58:00,0300MUT,31,,,
31862110,7:00:00,7:00:00,0310BAO,32,,,
31862110,7:02:00,7:02:00,0300RND,33,,,
31862110,7:04:00,7:04:00,0310FLT,34,,,
31862110,7:06:00,7:06:00,0300BAS,35,,,
31862110,7:08:00,7:08:00,0310CHF,36,,,
31862110,7:10:00,7:10:00,0310TEN,37,,,
31862110,7:12:00,7:12:00,0310FRC,38,,,
31862110,7:14:00,7:14:00,0310JAY,39,,,
31862110,7:16:00,7:16:00,0310SNT,40,,,
31862110,7:18:00,7:18:00,0300MLG,41,,,
31862110,7:20:00,7:20:00,0310PGG,42,,,
31862110,7:22:00,7:22:00,0210KRK,43,,,
31862110,7:24:00,7:24:00,0312BSK,44,,,
33738111,6:30:00,6:30:00,0312SOK,1,,,
33738111,6:32:00,6:32:00,0311BAO,2,,,
33738111,6:34:00,6:34:00,0311RIS,3,,,
33738111,6:36:00,6:36:00,0311SEN,4,,,
33738111,6:38:00,6:38:00,0311TOT,5,,,
33738111,6:40:00,6:40:00,0301ACC,6,,,
33738111,6:42:00,6:42:00,0311TON,7,,,
33738111,6:44:00,6:44:00,0311JOD,8,,,
33738111,6:46:00,6:46:00,0301MSB,9,,,
33738111,6:48:00,6:48:00,0311SKA,10,,,
33738111,6:50:00,6:50:00,0403SKJ,11,,,
33738111,6:52:00,6:52:00,0411SKA,12,,,
33738111,6:54:00,6:54:00,0401KYJ,13,,,
33738111,6:56:00,6:56:00,0401TWS,14,,,
33738111,6:58:00,6:58:00,0411NJR,15,,,
33738111,7:00:00,7:00:00,0401CHK,16,,,
33738111,7:02:00,7:02:00,0401TKY,17,,,
33738111,7:04:00,7:04:00,0411BPS,18,,,
33738111,7:06:00,7:06:00,0401WKM,19,,,
33738111,7:08:00,7:08:00,0401DNE,20,,,
33738111,7:10:00,7:10:00,0403QKM,21,,,
33738110,7:12:00,7:12:00,0400DNE,1,,,
33738110,7:14:00,7:14:00,0400WKM,2,,,
33738110,7:16:00,7:16:00,0410BPS,3,,,
33738110,7:18:00,7:18:00,0410TKY,4,,,
33738110,7:20:00,7:20:00,0400CHK,5,,,
33738110,7:22:00,7:22:00,0410NJR,6,,,
33738110,7:24:00,7:24:00,0400KYJ,7,,,
33738110,7:26:00,7:26:00,0310JUN,8,,,
33738110,7:28:00,7:28:00,0300OLE,9,,,
33738110,7:30:00,7:30:00,0300MSB,10,,,
33738110,7:32:00,7:32:00,0310MSB,11,,,
33738110,7:34:00,7:34:00,0310MBO,12,,,
33738110,7:36:00,7:36:00,0310OGP,13,,,
33738110,7:38:00,7:38:00,0310SKA,14,,,
33738110,7:40:00,7:40:00,0310MPP,15,,,
33738110,7:42:00,7:42:00,0310TON,16,,,
33738110,7:44:00,7:44:00,0310ACC,17,,,
33738110,7:46:00,7:46:00,0310TOT,18,,,
33738110,7:48:00,7:48:00,0310SEN,19,,,
33738110,7:50:00,7:50:00,0310RIS,20,,,
33738110,7:52:00,7:52:00,0300MUT,21,,,
33738110,7:54:00,7:54:00,0310BAO,22,,,
33738110,7:56:00,7:56:00,0302RND,23,,,
40006111,6:00:00,6:00:00,0412CAR,1,,,
40006111,6:02:00,6:02:00,0411RIK,2,,,
40006111,6:04:00,6:04:00,0411JNV,3,,,
40006111,6:06:00,6:06:00,0401BFR,4,,,
40006111,6:08:00,6:08:00,0411BFR,5,,,
40006111,6:10:00,6:10:00,0411SNC,6,,,
40006111,6:12:00,6:12:00,0403JOS,7,,,
40006110,6:00:00,6:00:00,0403JOS,1,,,
40006110,6:02:00,6:02:00,0400SNC,2,,,
40006110,6:04:00,6:04:00,0400BFR,3,,,
40006110,6:06:00,6:06:00,0400JNV,4,,,
40006110,6:08:00,6:08:00,0410JNV,5,,,
40006110,6:10:00,6:10:00,0410RIK,6,,,
40006110,6:12:00,6:12:00,0412CAR,7,,,
40010111,6:00:00,6:00:00,0412MTW,1,,,
40010111,6:02:00,6:02:00,0411CST,2,,,
40010111,6:04:00,6:04:00,0411SMY,3,,,
40010111,6:06:00,6:06:00,0411MZW,4,,,
40010111,6:08:00,6:08:00,0401RKN,5,,,
40010111,6:10:00,6:10:00,0411CAR,6,,,
40010111,6:12:00,6:12:00,0411PST,7,,,
40010111,6:14:00,6:14:00,0401UJR,8,,,
40010111,6:16:00,6:16:00,0401KOT,9,,,
40010111,6:18:00,6:18:00,0401PS1,10,,,
40010111,6:20:00,6:20:00,0401FDS,11,,,
40010111,6:22:00,6:22:00,0401HDH,12,,,
40010111,6:24:00,6:24:00,0401N10,13,,,
40010111,6:26:00,6:26:00,0401JUC,14,,,
40010111,6:28:00,6:28:00,0401LUM,15,,,
40010111,6:30:00,6:30:00,0401LHS,16,,,
40010111,6:32:00,6:32:00,0403LMS,17,,,
40010110,6:00:00,6:00:00,0403LMS,1,,,
40010110,6:02:00,6:02:00,0400N10,2,,,
40010110,6:04:00,6:04:00,0400HDH,3,,,
40010110,6:06:00,6:06:00,0400FDS,4,,,
40010110,6:08:00,6:08:00,0400PS1,5,,,
40010110,6:10:00,6:10:00,0400KOT,6,,,
40010110,6:12:00,6:12:00,0410MKD,7,,,
40010110,6:14:00,6:14:00,0410DCJ,8,,,
40010110,6:16:00,6:16:00,0400UJR,9,,,
40010110,6:18:00,6:18:00,0410PST,10,,,
40010110,6:20:00,6:20:00,0412CAR,11,,,
40010110,6:22:00,6:22:00,0400MKG,12,,,
40010110,6:24:00,6:24:00,0400MZW,13,,,
40010110,6:26:00,6:26:00,0410KLL,14,,,
40010110,6:28:00,6:28:00,0410CST,15,,,
40010110,6:30:00,6:30:00,0412MTW,16,,,
4017A111,6:00:00,6:00:00,0402KY1,1,,,
4017A111,6:02:00,6:02:00,0400JNC,2,,,
4017A111,6:04:00,6:04:00,0410JNC,3,,,
4017A111,6:06:00,6:06:00,0400KPS,4,,,
4017A111,6:08:00,6:08:00,0400POS,5,,,
4017A111,6:10:00,6:10:00,0410K1M,6,,,
4017A111,6:12:00,6:12:00,0400KON,7,,,
4017A111,6:14:00,6:14:00,0403DSL,8,,,
4017A111,6:16:00,6:16:00,0410KCF,9,,,
4017A111,6:18:00,6:18:00,0400SBA,10,,,
4017A111,6:20:00,6:20:00,0400MRA,11,,,
4017A111,6:22:00,6:22:00,0400RST,12,,,
4017A111,6:24:00,6:24:00,0410RST,13,,,
4017A111,6:26:00,6:26:00,0400PMR,14,,,
4017A111,6:28:00,6:28:00,0400NYD,15,,,
4017A111,6:30:00,6:30:00,0400KOI,16,,,
4017A111,6:32:00,6:32:00,0400SWT,17,,,
4017A111,6:34:00,6:34:00,0400PST,18,,,
4017A111,6:36:00,6:36:00,0400MSB,19,,,
4017A111,6:38:00,6:38:00,0410MSB,20,,,
4017A111,6:40:00,6:40:00,0400BER,21,,,
4017A111,6:42:00,6:42:00,0410NSE,22,,,
4017A111,6:44:00,6:44:00,0400UM2,23,,,
4017A111,6:46:00,6:46:00,0400KWC,24,,,
4017A111,6:48:00,6:48:00,0410KWC,25,,,
4017A111,6:50:00,6:50:00,0400VSP,26,,,
4017A111,6:52:00,6:52:00,0400OOJ,27,,,
4017A111,6:54:00,6:54:00,0400PCK,28,,,
4017A111,6:56:00,6:56:00,0400JNT,29,,,
4017A111,6:58:00,6:58:00,0410CRN,30,,,
4017A111,7:00:00,7:00:00,0400UJJ,31,,,
4017A111,7:02:00,7:02:00,0400CTE,32,,,
4017A111,7:04:00,7:04:00,0400TTL,33,,,
4017A111,7:06:00,7:06:00,0400MYK,34,,,
4017A111,7:08:00,7:08:00,0403RAU,35,,,
4017A110,6:00:00,6:00:00,0403RAU,1,,,
4017A110,6:02:00,6:02:00,0401MYK,2,,,
4017A110,6:04:00,6:04:00,0401TTL,3,,,
4017A110,6:06:00,6:06:00,0401BDG,4,,,
4017A110,6:08:00,6:08:00,0401CLX,5,,,
4017A110,6:10:00,6:10:00,0401UJJ,6,,,
4017A110,6:12:00,6:12:00,0411CRN,7,,,
4017A110,6:14:00,6:14:00,0401JNT,8,,,
4017A110,6:16:00,6:16:00,0401PCK,9,,,
4017A110,6:18:00,6:18:00,0401OLJ,10,,,
4017A110,6:20:00,6:20:00,0401KCF,11,,,
4017A110,6:22:00,6:22:00,0401UM2,12,,,
4017A110,6:24:00,6:24:00,0401KSR,13,,,
4017A110,6:26:00,6:26:00,0411NSE,14,,,
4017A110,6:28:00,6:28:00,0401BEN,15,,,
4017A110,6:30:00,6:30:00,0401MSB,16,,,
4017A110,6:32:00,6:32:00,0411MAS,17,,,
4017A110,6:34:00,6:34:00,0401NYV,18,,,
4017A110,6:36:00,6:36:00,0401KDO,19,,,
4017A110,6:38:00,6:38:00,0411RCK,20,,,
4017A110,6:40:00,6:40:00,0401ROK,21,,,
4017A110,6:42:00,6:42:00,0401PCE,22,,,
4017A110,6:44:00,6:44:00,0411KNS,23,,,
4017A110,6:46:00,6:46:00,0401KNS,24,,,
4017A110,6:48:00,6:48:00,0411TSH,25,,,
4017A110,6:50:00,6:50:00,0411SP1,26,,,
4017A110,6:52:00,6:52:00,0401CLV,27,,,
4019C111,6:00:00,6:00:00,0412AMB,1,,,
4019C111,6:02:00,6:02:00,0411CST,2,,,
4019C111,6:04:00,6:04:00,0411SMY,3,,,
4019C111,6:06:00,6:06:00,0411MZW,4,,,
4019C111,6:08:00,6:08:00,0401RKN,5,,,
4019C111,6:10:00,6:10:00,0411CAR,6,,,
4019C111,6:12:00,6:12:00,0411PST,7,,,
4019C111,6:14:00,6:14:00,0401UJR,8,,,
4019C111,6:16:00,6:16:00,0411HMZ,9,,,
4019C111,6:18:00,6:18:00,0411TMH,10,,,
4019C111,6:20:00,6:20:00,0412DON,11,,,
4019C111,6:22:00,6:22:00,04O2CLT,12,,,
4019C111,6:24:00,6:24:00,0401KSD,13,,,
4019C111,6:26:00,6:26:00,0411KSD,14,,,
4019C111,6:28:00,6:28:00,0411SVN,15,,,
4019C111,6:30:00,6:30:00,0401SVN,16,,,
4019C111,6:32:00,6:32:00,0401GNF,17,,,
4019C111,6:34:00,6:34:00,0411GNF,18,,,
4019C111,6:36:00,6:36:00,0401HRS,19,,,
4019C111,6:38:00,6:38:00,0411PH5,20,,,
4019C111,6:40:00,6:40:00,0401TGS,21,,,
4019C111,6:42:00,6:42:00,0411TGS,22,,,
4019C111,6:44:00,6:44:00,0401JCN,23,,,
4019C111,6:46:00,6:46:00,0411JCN,24,,,
4019C111,6:48:00,6:48:00,0401GSE,25,,,
4019C111,6:50:00,6:50:00,0401BEC,26,,,
4019C111,6:52:00,6:52:00,0401MSB,27,,,
4019C111,6:54:00,6:54:00,0411MAS,28,,,
4019C111,6:56:00,6:56:00,0401NYV,29,,,
4019C111,6:58:00,6:58:00,0401KDO,30,,,
4019C111,7:00:00,7:00:00,0411RCK,31,,,
4019C111,7:02:00,7:02:00,0401RCK,32,,,
4019C111,7:04:00,7:04:00,0401IFA,33,,,
4019C111,7:06:00,7:06:00,0401P3A,34,,,
4019C111,7:08:00,7:08:00,0411P3A,35,,,
4019C111,7:10:00,7:10:00,0401BMP,36,,,
4019C111,7:12:00,7:12:00,0401P3B,37,,,
4019C111,7:14:00,7:14:00,0401PS4,38,,,
4019C111,7:16:00,7:16:00,0401VWP,39,,,
4019C111,7:18:00,7:18:00,0411IFB,40,,,
4019C111,7:20:00,7:20:00,0401IFB,41,,,
4019C111,7:22:00,7:22:00,0401S3B,42,,,
4019C111,7:24:00,7:24:00,0411RND,43,,,
4019C111,7:26:00,7:26:00,0401P1M,44,,,
4019C111,7:28:00,7:28:00,0411P1M,45,,,
4019C111,7:30:00,7:30:00,0401MVC,46,,,
4019C111,7:32:00,7:32:00,0401MKC,47,,,
4019C111,7:34:00,7:34:00,0401MSC,48,,,
4019C111,7:36:00,7:36:00,0401MBC,49,,,
4019C111,7:38:00,7:38:00,0401MPC,50,,,
4019C111,7:40:00,7:40:00,0411MPC,51,,,
4019C111,7:42:00,7:42:00,0403MKC,52,,,
4019C110,6:00:00,6:00:00,0403MKC,1,,,
4019C110,6:02:00,6:02:00,0400SP1,2,,,
4019C110,6:04:00,6:04:00,0400TSH,3,,,
4019C110,6:06:00,6:06:00,0410TSH,4,,,
4019C110,6:08:00,6:08:00,0400KNS,5,,,
4019C110,6:10:00,6:10:00,0400PCE,6,,,
4019C110,6:12:00,6:12:00,0410PCE,7,,,
4019C110,6:14:00,6:14:00,0400RCK,8,,,
4019C110,6:16:00,6:16:00,0400KDO,9,,,
4019C110,6:18:00,6:18:00,0410KDO,10,,,
4019C110,6:20:00,6:20:00,0400NYV,11,,,
4019C110,6:22:00,6:22:00,0400MSB,12,,,
4019C110,6:24:00,6:24:00,0410MSB,13,,,
4019C110,6:26:00,6:26:00,0400SOS,14,,,
4019C110,6:28:00,6:28:00,0400BEC,15,,,
4019C110,6:30:00,6:30:00,0400GNS,16,,,
4019C110,6:32:00,6:32:00,0403JCN,17,,,
4019C110,6:34:00,6:34:00,0410PH8,18,,,
4019C110,6:36:00,6:36:00,0400TSK,19,,,
4019C110,6:38:00,6:38:00,0400PH5,20,,,
4019C110,6:40:00,6:40:00,0410PS5,21,,,
4019C110,6:42:00,6:42:00,0400HRS,22,,,
4019C110,6:44:00,6:44:00,0401EPA,23,,,
4019C110,6:46:00,6:46:00,0400EPA,24,,,
4019C110,6:48:00,6:48:00,0400TMN,25,,,
4019C110,6:50:00,6:50:00,0400SVN,26,,,
4019C110,6:52:00,6:52:00,0400MRS,27,,,
4019C110,6:54:00,6:54:00,0400KSD,28,,,
4019C110,6:56:00,6:56:00,0410KSD,29,,,
4019C110,6:58:00,6:58:00,0400CLT,30,,,
4019C110,7:00:00,7:00:00,0412DON,31,,,
4019C110,7:02:00,7:02:00,0410DNR,32,,,
4019C110,7:04:00,7:04:00,0410TMH,33,,,
4019C110,7:06:00,7:06:00,0410HMZ,34,,,
4019C110,7:08:00,7:08:00,0400TJR,35,,,
4019C110,7:10:00,7:10:00,0410MKD,36,,,
4019C110,7:12:00,7:12:00,0400UJR,37,,,
4019C110,7:14:00,7:14:00,0410PST,38,,,
4019C110,7:16:00,7:16:00,0412CAR,39,,,
4019C110,7:18:00,7:18:00,0400MKG,40,,,
4019C110,7:20:00,7:20:00,0400MZW,41,,,
4019C110,7:22:00,7:22:00,0410KLL,42,,,
4019C110,7:24:00,7:24:00,0410CST,43,,,
4019C110,7:26:00,7:26:00,0400NCC,44,,,
4019C110,7:28:00,7:28:00,0400CTB,45,,,
4019C110,7:30:00,7:30:00,0410SLA,46,,,
4019C110,7:32:00,7:32:00,0410BST,47,,,
4019C110,7:34:00,7:34:00,0412KNC,48,,,
4019C121,6:00:00,6:00:00,0402CMK,1,,,
4019C121,6:03:00,6:03:00,0411CST,2,,,
4019C121,6:05:00,6:05:00,0411SMY,3,,,
4019C121,6:07:00,6:07:00,0411MZW,4,,,
4019C121,6:09:00,6:09:00,0401RKN,5,,,
4019C121,6:11:00,6:11:00,0411CAR,6,,,
4019C121,6:13:00,6:13:00,0411PST,7,,,
4019C121,6:15:00,6:15:00,0401UJR,8,,,
4019C121,6:17:00,6:17:00,0411HMZ,9,,,
4019C121,6:19:00,6:19:00,0411TMH,10,,,
4019C121,6:21:00,6:21:00,0412NAI,11,,,
4019C121,6:23:00,6:23:00,0411MUT,12,,,
4019C121,6:25:00,6:25:00,0401CLX,13,,,
4019C121,6:27:00,6:27:00,0401UMJ,14,,,
4019C121,6:29:00,6:29:00,0401UM3,15,,,
4019C121,6:31:00,6:31:00,0401BEC,16,,,
4019C121,6:33:00,6:33:00,0401MSB,17,,,
4019C121,6:35:00,6:35:00,0411MAS,18,,,
4019C121,6:36:00,6:36:00,0401NYV,19,,,
4019C121,6:37:00,6:37:00,0401KDO,20,,,
4019C121,6:38:00,6:38:00,0411RCK,21,,,
4019C121,6:39:00,6:39:00,0401RCK,22,,,
4019C121,6:40:00,6:40:00,0401IFA,23,,,
4019C121,6:41:00,6:41:00,0401P3A,24,,,
4019C121,6:42:00,6:42:00,0411P3A,25,,,
4019C121,6:43:00,6:43:00,0401BMP,26,,,
4019C121,6:44:00,6:44:00,0401P3B,27,,,
4019C121,6:45:00,6:45:00,0401PS4,28,,,
4019C121,6:46:00,6:46:00,0401VWP,29,,,
4019C121,6:47:00,6:47:00,0411IFB,30,,,
4019C121,6:48:00,6:48:00,0401IFB,31,,,
4019C121,6:49:00,6:49:00,0401S3B,32,,,
4019C121,6:50:00,6:50:00,0411RND,33,,,
4019C121,6:51:00,6:51:00,0401P1M,34,,,
4019C121,6:52:00,6:52:00,0411P1M,35,,,
4019C121,6:53:00,6:53:00,0401MVC,36,,,
4019C121,6:54:00,6:54:00,0401MKC,37,,,
4019C121,6:55:00,6:55:00,0401MSC,38,,,
4019C121,6:56:00,6:56:00,0401MBC,39,,,
4019C121,6:57:00,6:57:00,0401MPC,40,,,
4019C121,6:58:00,6:58:00,0411MPC,41,,,
4019C121,6:59:00,6:59:00,0403MKC,42,,,
4019C120,6:00:00,6:00:00,0403MKC,1,,,
4019C120,6:03:00,6:03:00,0400SP1,2,,,
4019C120,6:05:00,6:05:00,0400TSH,3,,,
4019C120,6:07:00,6:07:00,0400KNS,4,,,
4019C120,6:09:00,6:09:00,0400RND,5,,,
4019C120,6:11:00,6:11:00,0400S3B,6,,,
4019C120,6:13:00,6:13:00,0400VPK,7,,,
4019C120,6:15:00,6:15:00,0400KMJ,8,,,
4019C120,6:17:00,6:17:00,0400MLH,9,,,
4019C120,6:19:00,6:19:00,0400EST,10,,,
4019C120,6:21:00,6:21:00,0400UMJ,11,,,
4019C120,6:23:00,6:23:00,0400CLX,12,,,
4019C120,6:25:00,6:25:00,0410MUT,13,,,
4019C120,6:27:00,6:27:00,0400STL,14,,,
4019C120,6:29:00,6:29:00,0410NAI,15,,,
4019C120,6:31:00,6:31:00,0410DNR,16,,,
4019C120,6:33:00,6:33:00,0410TMH,17,,,
4019C120,6:35:00,6:35:00,0410HMZ,18,,,
4019C120,6:36:00,6:36:00,0400TJR,19,,,
4019C120,6:37:00,6:37:00,0410MKD,20,,,
4019C120,6:38:00,6:38:00,0400UJR,21,,,
4019C120,6:39:00,6:39:00,0410PST,22,,,
4019C120,6:40:00,6:40:00,0412CAR,23,,,
4019C120,6:41:00,6:41:00,0400MKG,24,,,
4019C120,6:42:00,6:42:00,0400MZW,25,,,
4019C120,6:43:00,6:43:00,0410KLL,26,,,
4019C120,6:44:00,6:44:00,0410CST,27,,,
4019C120,6:45:00,6:45:00,0400NCC,28,,,
4019C120,6:46:00,6:46:00,0400CTB,29,,,
4019C120,6:47:00,6:47:00,0410SLA,30,,,
4019C120,6:48:00,6:48:00,0402CMK,31,,,
4019C211,6:00:00,6:00:00,0412NAI,1,,,
4019C211,6:02:00,6:02:00,0411MUT,2,,,
4019C211,6:04:00,6:04:00,0401CLX,3,,,
4019C211,6:06:00,6:06:00,0401UMJ,4,,,
4019C211,6:08:00,6:08:00,0401UM3,5,,,
4019C211,6:10:00,6:10:00,0401MLH,6,,,
4019C211,6:12:00,6:12:00,0401SPL,7,,,
4019C211,6:14:00,6:14:00,0401KOJ,8,,,
4019C211,6:16:00,6:16:00,0401VWP,9,,,
4019C211,6:18:00,6:18:00,0411IFB,10,,,
4019C211,6:20:00,6:20:00,0401IFB,11,,,
4019C211,6:22:00,6:22:00,0401S3B,12,,,
4019C211,6:24:00,6:24:00,0411RND,13,,,
4019C211,6:26:00,6:26:00,0401P1M,14,,,
4019C211,6:28:00,6:28:00,0411P1M,15,,,
4019C211,6:30:00,6:30:00,0401MVC,16,,,
4019C211,6:32:00,6:32:00,0401MKC,17,,,
4019C211,6:34:00,6:34:00,0401MSC,18,,,
4019C211,6:36:00,6:36:00,0401MBC,19,,,
4019C211,6:38:00,6:38:00,0401MPC,20,,,
4019C211,6:40:00,6:40:00,0411MPC,21,,,
4019C211,6:42:00,6:42:00,0403MKC,22,,,
4019C210,6:00:00,6:00:00,0403MKC,1,,,
4019C210,6:02:00,6:02:00,0400SP1,2,,,
4019C210,6:04:00,6:04:00,0400TSH,3,,,
4019C210,6:06:00,6:06:00,0410TSH,4,,,
4019C210,6:08:00,6:08:00,0400KNS,5,,,
4019C210,6:10:00,6:10:00,0400RND,6,,,
4019C210,6:12:00,6:12:00,0400S3B,7,,,
4019C210,6:14:00,6:14:00,0400VPK,8,,,
4019C210,6:16:00,6:16:00,0400KMJ,9,,,
4019C210,6:18:00,6:18:00,0400MLH,10,,,
4019C210,6:20:00,6:20:00,0400EST,11,,,
4019C210,6:22:00,6:22:00,0400UMJ,12,,,
4019C210,6:24:00,6:24:00,0400CLX,13,,,
4019C210,6:26:00,6:26:00,0410MUT,14,,,
4019C210,6:28:00,6:28:00,0400STL,15,,,
4019C210,6:30:00,6:30:00,0412NAI,16,,,
40020111,6:00:00,6:00:00,0402MLY,1,,,
40020111,6:02:00,6:02:00,0401KSR,2,,,
40020111,6:04:00,6:04:00,0411NSE,3,,,
40020111,6:06:00,6:06:00,0401BEN,4,,,
40020111,6:08:00,6:08:00,0401MSB,5,,,
40020111,6:10:00,6:10:00,0411MAS,6,,,
40020111,6:12:00,6:12:00,0401JUN,7,,,
40020111,6:14:00,6:14:00,0411JUN,8,,,
40020111,6:16:00,6:16:00,0401POS,9,,,
40020111,6:18:00,6:18:00,0401SWT,10,,,
40020111,6:20:00,6:20:00,0411KOI,11,,,
40020111,6:22:00,6:22:00,0401NYD,12,,,
40020111,6:24:00,6:24:00,0401PMR,13,,,
40020111,6:26:00,6:26:00,0411RST,14,,,
40020111,6:28:00,6:28:00,0401MRA,15,,,
40020111,6:30:00,6:30:00,0401SBA,16,,,
40020111,6:32:00,6:32:00,0411KCF,17,,,
40020111,6:34:00,6:34:00,0401GKC,18,,,
40020111,6:36:00,6:36:00,0401DSL,19,,,
40020111,6:38:00,6:38:00,0401BSR,20,,,
40020111,6:40:00,6:40:00,0401KON,21,,,
40020111,6:52:00,6:52:00,0403KY1,22,,,
40020111,6:56:00,6:56:00,0401KYJ,23,,,
40020111,6:58:00,6:58:00,0401TWS,24,,,
40020111,7:02:00,7:02:00,0411NJR,25,,,
40020111,7:08:00,7:08:00,0403MKI,26,,,
40020110,6:00:00,6:00:00,0403MKI,1,,,
40020110,6:02:00,6:02:00,0410NJR,2,,,
40020110,6:04:00,6:04:00,0400KYJ,3,,,
40020110,6:06:00,6:06:00,0402KY1,4,,,
40020110,6:18:00,6:18:00,0400KON,5,,,
40020110,6:20:00,6:20:00,0403DSL,6,,,
40020110,6:22:00,6:22:00,0410KCF,7,,,
40020110,6:24:00,6:24:00,0400SBA,8,,,
40020110,6:26:00,6:26:00,0400MRA,9,,,
40020110,6:28:00,6:28:00,0400RST,10,,,
40020110,6:30:00,6:30:00,0410RST,11,,,
40020110,6:32:00,6:32:00,0400PMR,12,,,
40020110,6:34:00,6:34:00,0400NYD,13,,,
40020110,6:36:00,6:36:00,0400KOI,14,,,
40020110,6:38:00,6:38:00,0400SWT,15,,,
40020110,6:40:00,6:40:00,0400PST,16,,,
40020110,6:42:00,6:42:00,0400MSB,17,,,
40020110,6:44:00,6:44:00,0410MSB,18,,,
40020110,6:46:00,6:46:00,0400BER,19,,,
40020110,6:48:00,6:48:00,0410NSE,20,,,
40020110,6:50:00,6:50:00,0402MLY,21,,,
40023111,6:00:00,6:00:00,0412AMB,1,,,
40023111,6:02:00,6:02:00,0411CST,2,,,
40023111,6:04:00,6:04:00,0411SMY,3,,,
40023111,6:06:00,6:06:00,0411MZW,4,,,
40023111,6:08:00,6:08:00,0401RKN,5,,,
40023111,6:10:00,6:10:00,0401MKB,6,,,
40023111,6:12:00,6:12:00,0401MPS,7,,,
40023111,6:14:00,6:14:00,0401BPS,8,,,
40023111,6:16:00,6:16:00,0401KST,9,,,
40023111,6:18:00,6:18:00,0411DLP,10,,,
